# of objectives = 3
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.199481e+004	1.200719e+004	1.202882e+004	11	1.000000e+014
1.499711e+004	1.501888e+004	1.505219e+004	18	1.000000e+014
1.499932e+004	1.501943e+004	1.506694e+004	19	1.000000e+014
1.399429e+004	1.401303e+004	1.404779e+004	16	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.399429e+004	1.401734e+004	1.406104e+004	17	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.499355e+004	1.501618e+004	1.505577e+004	18	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.199611e+004	1.200595e+004	1.202427e+004	11	1.000000e+014
6.995625e+003	7.005924e+003	7.028755e+003	6	1.000000e+014
1.699718e+004	-1.#IND00e+000	1.704183e+004	20	1.000000e+014
2.899832e+004	2.903080e+004	2.908878e+004	23	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
8.996919e+003	9.011760e+003	9.046070e+003	7	1.000000e+014
3.996492e+003	4.005553e+003	4.018859e+003	2	1.000000e+014
1.299675e+004	1.301460e+004	1.304557e+004	15	1.000000e+014
2.599869e+004	2.603176e+004	2.608909e+004	22	1.000000e+014
5.995418e+003	6.007414e+003	6.023039e+003	4	1.000000e+014
9.996952e+003	1.000609e+004	1.002708e+004	8	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.299714e+004	1.301180e+004	1.303914e+004	14	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
1.299624e+004	1.301417e+004	1.304167e+004	14	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
9.999916e+003	1.001645e+004	1.004320e+004	9	1.000000e+014
1.399998e+004	1.401015e+004	1.403553e+004	16	1.000000e+014
1.299438e+004	1.300865e+004	1.303802e+004	13	1.000000e+014
1.899993e+004	1.902690e+004	1.908170e+004	21	1.000000e+014
6.995167e+003	7.009148e+003	7.029615e+003	6	1.000000e+014
4.099995e+004	4.103315e+004	4.110760e+004	24	1.000000e+014
1.199648e+004	1.201095e+004	1.203922e+004	12	1.000000e+014
1.099858e+004	1.101161e+004	1.104125e+004	10	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	1.000000e+014
4.994185e+003	5.004446e+003	5.018007e+003	3	1.000000e+014
5.999824e+003	6.010605e+003	6.028377e+003	5	1.000000e+014
2.992958e+003	3.000000e+003	3.012728e+003	1	0.000000e+000
